438,40.79894543,-73.95005218
459,40.8097195,-73.95988519
466,40.80587554,-73.96346828
491,40.80875545,-73.95913026
521,40.80601889,-73.95292895
584,40.80573884,-73.95380464
592,40.79984963,-73.93986564
604,40.81207,-73.954377
615,40.80379197,-73.95659281
681,40.81571243,-73.9599287
361,40.80058017,-73.9614946
401,40.81386114,-73.96012135
458,40.80859306,-73.9615831
487,40.81214258,-73.95705664
495,40.80622322,-73.96110798
514,40.80843449,-73.94938719
529,40.79903613,-73.93526224
580,40.79814627,-73.93583878
594,40.8038788,-73.94938862
595,40.8038788,-73.94938862
456,40.79283968,-73.97258252
492,40.79758063,-73.97016009
555,40.81587092,-73.95433701
596,40.81365287,-73.94632241
598,40.8135865,-73.94616065
707,40.70682032,-73.91964814
458,40.79349403,-73.97252478
562,40.81859773,-73.95289382
568,40.8172106,-73.95267023
591,40.81365287,-73.94632241
696,40.81207,-73.954377
698,40.80031105,-73.95217005
703,40.80219866,-73.95315972
705,40.80166598,-73.95354839
710,40.80121413,-73.95319415
413,40.85924876,-73.93126489
416,40.81207,-73.954377
464,40.84140021,-73.93964594
487,40.83301599,-73.94153313
516,40.83049199,-73.94759801
518,40.82929069,-73.9484751
521,40.82576057,-73.94909216
523,40.82634881,-73.95101986
576,40.83687912,-73.94164326
578,40.81207,-73.954377
583,40.8363491,-73.93937644
602,40.83301241,-73.94099356
696,40.79519172,-73.79989954
779,40.79267196,-73.94430255
78,40.79846453,-73.94049093
81,40.79839876,-73.93929418
89,40.80175757,-73.93767737
94,40.80230797,-73.93725508
98,40.80252738,-73.93624943
116,40.80385309,-73.9533776
123,40.797022,-73.93852819
128,40.79739748,-73.93944961
143,40.79207775,-73.94468921
149,40.79064954,-73.94576941
156,40.79093772,-73.94699806
455,40.81207,-73.954377
456,40.84841068,-73.93776225
459,40.84584217,-73.93865166
485,40.81207,-73.954377
486,40.83289552,-73.94162057
548,40.83494021,-73.93994864
553,40.83648029,-73.94310194
557,40.83831285,-73.94466637
577,40.83687912,-73.94164326
590,40.83678031,-73.93842989
700,40.83755145,-73.9459912
711,40.8365452,-73.94550706
61,40.79267196,-73.94430255
91,40.80134583,-73.93710376
97,40.80271098,-73.93691565
99,40.80252738,-73.93624943
136,40.79478049,-73.94273098
150,40.7902324,-73.94604114
378,40.7932505,-73.97292471
421,40.81207,-73.954377
494,40.80747212,-73.94821053
523,40.82270914,-73.94273349
576,40.84259213,-73.93853431
692,40.80747212,-73.94821053
697,40.81207,-73.954377
407,40.80413276,-73.96591761
408,40.80413276,-73.96591761
429,40.80605975,-73.9540598
485,40.80902587,-73.95273925
497,40.80747212,-73.94821053
531,40.81207,-73.954377
592,40.85127962,-73.93844032
640,40.84041334,-73.94077157
688,40.81207,-73.954377
690,40.80598591,-73.94590311
695,40.80781329,-73.9502411
517,40.80843449,-73.94938719
518,40.80843449,-73.94938719
520,40.8077693,-73.95014245
521,40.80794811,-73.95056935
524,40.80750903,-73.9514967
528,40.80652723,-73.94916517
528,40.80652723,-73.94916517
550,40.81308556,-73.95450712
559,40.81572061,-73.95416326
580,40.80585679,-73.95538945
585,40.7979891,-73.93652077
588,40.80449156,-73.95628353
599,40.80175134,-73.94555708
666,40.81207,-73.954377
679,40.81571243,-73.9599287
681,40.81484885,-73.95983324
682,40.8144648,-73.96010998
684,40.81382418,-73.96047365
690,40.81330498,-73.96122424
691,40.81353798,-73.96077117
702,40.80312377,-73.95694152
706,40.80257413,-73.9567505
364,40.63619666,-74.14708759
423,40.80426368,-73.96350359
425,40.80426368,-73.96350359
491,40.80334443,-73.9640313
500,40.81423711,-73.95690296
503,40.81344941,-73.95621444
511,40.80992057,-73.95146095
576,40.80650635,-73.95713911
577,40.81207,-73.954377
583,40.8054196,-73.95623145
594,40.80452912,-73.95637273
615,40.81088737,-73.94269873
671,40.80671559,-73.91578456
685,40.81353798,-73.96077117
695,40.63619666,-74.14708759
707,40.80260248,-73.95766771
